video_id,class,label
39910,Pushing Two Fingers Away,4
73916,Turning Hand Clockwise,19
12549,Sliding Two Fingers Right,10
4061,Rolling Hand Backward,5
77080,Turning Hand Clockwise,19
17890,Sliding Two Fingers Up,11
100010,Stop Sign,12
113631,Stop Sign,12
58156,Zooming In With Two Fingers,22
18905,Rolling Hand Forward,6
78804,Zooming Out With Full Hand,23
104498,Swiping Down,13
41557,Pushing Two Fingers Away,4
42970,Drumming Fingers,0
122410,Rolling Hand Forward,6
98588,Rolling Hand Backward,5
188,Zooming Out With Two Fingers,24
29433,Rolling Hand Backward,5
48461,Swiping Up,16
23199,Thumb Down,17
140219,Pushing Hand Away,3
119700,Zooming Out With Full Hand,23
6034,Zooming In With Full Hand,21
45606,Rolling Hand Backward,5
22874,Rolling Hand Forward,6
60933,Swiping Left,14
91198,Sliding Two Fingers Up,11
81231,Turning Hand Counterclockwise,20
14953,Shaking Hand,7
21132,Rolling Hand Forward,6
4466,Thumb Down,17
85614,Sliding Two Fingers Right,10
23575,Sliding Two Fingers Left,9
139648,Drumming Fingers,0
22691,Zooming Out With Two Fingers,24
48074,Sliding Two Fingers Left,9
26952,Swiping Up,16
28268,Rolling Hand Backward,5
70427,Stop Sign,12
138694,Zooming In With Two Fingers,22
137524,Thumb Down,17
107634,Pushing Hand Away,3
101477,Rolling Hand Forward,6
126172,Thumb Up,18
144956,Swiping Right,15
31293,Thumb Up,18
114379,Drumming Fingers,0
121928,Swiping Down,13
70581,Turning Hand Counterclockwise,20
21381,Stop Sign,12
39447,Sliding Two Fingers Right,10
115027,Sliding Two Fingers Up,11
87279,Swiping Up,16
45349,Zooming Out With Full Hand,23
123768,Turning Hand Clockwise,19
68405,Pulling Hand In,1
94531,Pushing Two Fingers Away,4
143788,Swiping Down,13
136712,Sliding Two Fingers Up,11
134041,Turning Hand Clockwise,19
138703,Turning Hand Clockwise,19
137126,Swiping Up,16
144001,Shaking Hand,7
65816,Turning Hand Counterclockwise,20
92518,Pulling Hand In,1
126846,Pulling Hand In,1
48441,Swiping Left,14
98232,Zooming In With Two Fingers,22
56309,Pulling Hand In,1
42662,Rolling Hand Backward,5
48993,Shaking Hand,7
146699,Pushing Two Fingers Away,4
17152,Zooming Out With Full Hand,23
28301,Swiping Up,16
108560,Rolling Hand Forward,6
103004,Swiping Right,15
29647,Sliding Two Fingers Right,10
118548,Swiping Left,14
119780,Shaking Hand,7
69480,Zooming In With Two Fingers,22
63234,Thumb Up,18
28629,Drumming Fingers,0
111097,Pushing Hand Away,3
135621,Pulling Two Fingers In,2
96463,Thumb Down,17
88961,Zooming Out With Two Fingers,24
30229,Zooming Out With Two Fingers,24
66463,Sliding Two Fingers Right,10
126958,Zooming Out With Full Hand,23
7406,Turning Hand Clockwise,19
7212,Swiping Left,14
32229,Zooming In With Two Fingers,22
96120,Sliding Two Fingers Right,10
25015,Pulling Hand In,1
133412,Thumb Up,18
79545,Swiping Up,16
97854,Thumb Down,17
147861,Pulling Hand In,1
124758,Swiping Right,15
79361,Sliding Two Fingers Left,9
115725,Zooming In With Full Hand,21
104821,Rolling Hand Backward,5
121540,Zooming In With Two Fingers,22
124995,Turning Hand Clockwise,19
14696,Shaking Hand,7
93648,Sliding Two Fingers Right,10
124956,Zooming In With Full Hand,21
48775,Swiping Left,14
117188,Swiping Down,13
69096,Swiping Up,16
52569,Swiping Left,14
67819,Zooming In With Two Fingers,22
70026,Sliding Two Fingers Left,9
131689,Stop Sign,12
14297,Thumb Up,18
48160,Swiping Down,13
4999,Turning Hand Clockwise,19
8807,Drumming Fingers,0
29612,Drumming Fingers,0
146610,Turning Hand Clockwise,19
34124,Thumb Down,17
76400,Swiping Down,13
117691,Turning Hand Counterclockwise,20
57276,Turning Hand Clockwise,19
142494,Pushing Hand Away,3
43126,Swiping Left,14
50915,Stop Sign,12
16776,Pushing Hand Away,3
71772,Shaking Hand,7
39585,Sliding Two Fingers Right,10
23375,Zooming In With Two Fingers,22
147420,Zooming Out With Full Hand,23
49414,Zooming Out With Two Fingers,24
34297,Swiping Left,14
71133,Sliding Two Fingers Right,10
22358,Swiping Left,14
96495,Pulling Two Fingers In,2
30585,Shaking Hand,7
114226,Swiping Down,13
8595,Swiping Left,14
122142,Thumb Down,17
49896,Turning Hand Clockwise,19
16373,Swiping Up,16
112772,Pushing Hand Away,3
95537,Drumming Fingers,0
90652,Pulling Hand In,1
27767,Shaking Hand,7
83171,Zooming Out With Two Fingers,24
109719,Pushing Two Fingers Away,4
6035,Swiping Right,15
18049,Thumb Down,17
40043,Pushing Two Fingers Away,4
102391,Pushing Hand Away,3
65933,Sliding Two Fingers Right,10
52189,Zooming Out With Two Fingers,24
73623,Stop Sign,12
6588,Turning Hand Counterclockwise,20
71503,Rolling Hand Backward,5
60399,Zooming In With Full Hand,21
70936,Swiping Down,13
96369,Pushing Hand Away,3
112810,Pulling Two Fingers In,2
9190,Shaking Hand,7
144292,Pushing Two Fingers Away,4
81853,Turning Hand Clockwise,19
137433,Pulling Hand In,1
55195,Thumb Up,18
94386,Sliding Two Fingers Left,9
13180,Rolling Hand Forward,6
101626,Drumming Fingers,0
96086,Swiping Left,14
23303,Pulling Hand In,1
144352,Pulling Two Fingers In,2
45522,Pushing Two Fingers Away,4
42959,Pushing Hand Away,3
121012,Shaking Hand,7
62,Sliding Two Fingers Up,11
37967,Pulling Two Fingers In,2
79582,Thumb Up,18
80594,Zooming Out With Two Fingers,24
104166,Shaking Hand,7
93924,Pushing Hand Away,3
106350,Swiping Down,13
2586,Pushing Two Fingers Away,4
84011,Stop Sign,12
108322,Pushing Hand Away,3
3878,Pulling Two Fingers In,2
112316,Thumb Up,18
79427,Drumming Fingers,0
124990,Drumming Fingers,0
127179,Thumb Down,17
49750,Swiping Down,13
68575,Turning Hand Clockwise,19
15845,Turning Hand Clockwise,19
135796,Zooming Out With Two Fingers,24
132557,Rolling Hand Forward,6
113962,Thumb Down,17
80618,Stop Sign,12
107136,Pushing Two Fingers Away,4
21794,Pushing Hand Away,3
120544,Pulling Two Fingers In,2
89842,Zooming Out With Full Hand,23
27176,Pushing Two Fingers Away,4
108830,Pushing Two Fingers Away,4
60648,Zooming Out With Full Hand,23
60984,Zooming In With Full Hand,21
48432,Drumming Fingers,0
117499,Swiping Down,13
133686,Swiping Down,13
94496,Turning Hand Counterclockwise,20
97450,Thumb Up,18
45627,Turning Hand Clockwise,19
90926,Swiping Down,13
67662,Turning Hand Clockwise,19
24165,Pulling Hand In,1
66864,Swiping Right,15
112131,Swiping Right,15
145795,Thumb Down,17
31223,Sliding Two Fingers Left,9
82759,Swiping Up,16
88559,Sliding Two Fingers Right,10
135635,Zooming Out With Full Hand,23
14725,Pushing Hand Away,3
13777,Rolling Hand Backward,5
7064,Sliding Two Fingers Up,11
83784,Thumb Down,17
129710,Shaking Hand,7
129089,Zooming In With Full Hand,21
105414,Turning Hand Counterclockwise,20
120081,Zooming Out With Two Fingers,24
14631,Sliding Two Fingers Right,10
15345,Drumming Fingers,0
93404,Zooming Out With Full Hand,23
114668,Swiping Right,15
16176,Thumb Up,18
7736,Pulling Two Fingers In,2
105580,Thumb Up,18
140256,Sliding Two Fingers Down,8
94744,Pulling Hand In,1
68083,Rolling Hand Forward,6
2206,Swiping Down,13
123381,Sliding Two Fingers Up,11
50239,Pulling Hand In,1
94789,Sliding Two Fingers Left,9
78612,Sliding Two Fingers Left,9
36651,Zooming Out With Two Fingers,24
92719,Zooming Out With Two Fingers,24
145658,Pushing Hand Away,3
93818,Thumb Up,18
128728,Sliding Two Fingers Right,10
75763,Zooming Out With Two Fingers,24
14882,Zooming In With Two Fingers,22
80685,Pulling Hand In,1
119047,Shaking Hand,7
85282,Drumming Fingers,0
14866,Stop Sign,12
83820,Swiping Up,16
53233,Swiping Left,14
10912,Drumming Fingers,0
47811,Stop Sign,12
21207,Pushing Hand Away,3
29656,Swiping Up,16
137665,Pushing Two Fingers Away,4
145467,Zooming In With Full Hand,21
16998,Zooming Out With Full Hand,23
108694,Sliding Two Fingers Right,10
57838,Sliding Two Fingers Up,11
740,Zooming Out With Two Fingers,24
38588,Pushing Hand Away,3
59556,Sliding Two Fingers Up,11
133681,Swiping Down,13
94906,Sliding Two Fingers Left,9
39561,Swiping Up,16
134351,Shaking Hand,7
25788,Sliding Two Fingers Left,9
37009,Swiping Right,15
121969,Zooming Out With Full Hand,23
2334,Thumb Up,18
73331,Pulling Two Fingers In,2
95799,Swiping Left,14
48615,Drumming Fingers,0
137693,Pulling Hand In,1
36930,Drumming Fingers,0
39794,Zooming Out With Two Fingers,24
62774,Pushing Hand Away,3
71394,Turning Hand Clockwise,19
17396,Pulling Hand In,1
4138,Swiping Up,16
85422,Zooming In With Two Fingers,22
3193,Swiping Left,14
25543,Zooming In With Two Fingers,22
53698,Shaking Hand,7
130283,Swiping Left,14
107654,Pushing Two Fingers Away,4
78115,Sliding Two Fingers Up,11
107669,Drumming Fingers,0
30804,Zooming In With Full Hand,21
131567,Swiping Up,16
95757,Zooming In With Full Hand,21
104806,Zooming In With Full Hand,21
55944,Drumming Fingers,0
47860,Drumming Fingers,0
76920,Swiping Right,15
29030,Swiping Down,13
88850,Swiping Up,16
98719,Zooming In With Two Fingers,22
4009,Stop Sign,12
146439,Zooming Out With Two Fingers,24
98552,Zooming In With Full Hand,21
47003,Sliding Two Fingers Right,10
70769,Shaking Hand,7
31864,Turning Hand Clockwise,19
35414,Swiping Down,13
130194,Shaking Hand,7
126949,Pulling Two Fingers In,2
39432,Stop Sign,12
51933,Zooming Out With Two Fingers,24
37856,Zooming In With Full Hand,21
117805,Rolling Hand Forward,6
59575,Drumming Fingers,0
42487,Swiping Up,16
27432,Rolling Hand Backward,5
3029,Turning Hand Counterclockwise,20
40716,Sliding Two Fingers Left,9
12411,Sliding Two Fingers Up,11
2295,Shaking Hand,7
47290,Pulling Two Fingers In,2
772,Zooming Out With Two Fingers,24
26181,Turning Hand Clockwise,19
102371,Pushing Hand Away,3
124615,Shaking Hand,7
124857,Drumming Fingers,0
130550,Stop Sign,12
139640,Sliding Two Fingers Left,9
268,Thumb Down,17
125072,Pulling Hand In,1
85438,Zooming Out With Two Fingers,24
123296,Turning Hand Clockwise,19
143353,Turning Hand Clockwise,19
113297,Sliding Two Fingers Left,9
129923,Turning Hand Counterclockwise,20
33724,Pulling Hand In,1
57868,Sliding Two Fingers Right,10
38250,Pushing Hand Away,3
4692,Pushing Two Fingers Away,4
67016,Drumming Fingers,0
60578,Pushing Two Fingers Away,4
81395,Sliding Two Fingers Down,8
8622,Shaking Hand,7
62375,Thumb Down,17
50861,Zooming Out With Full Hand,23
130784,Pulling Hand In,1
95066,Zooming Out With Full Hand,23
85969,Swiping Up,16
121172,Zooming In With Two Fingers,22
75821,Rolling Hand Backward,5
75613,Pulling Hand In,1
114238,Sliding Two Fingers Left,9
114609,Drumming Fingers,0
57410,Shaking Hand,7
99164,Pulling Two Fingers In,2
85544,Swiping Up,16
23787,Thumb Up,18
4984,Swiping Up,16
43072,Rolling Hand Forward,6
14298,Sliding Two Fingers Up,11
82907,Thumb Down,17
68027,Swiping Right,15
17071,Thumb Down,17
49616,Pulling Two Fingers In,2
43040,Rolling Hand Backward,5
80183,Zooming Out With Two Fingers,24
9322,Sliding Two Fingers Up,11
117763,Pulling Two Fingers In,2
47368,Rolling Hand Forward,6
128440,Sliding Two Fingers Left,9
142300,Thumb Down,17
133241,Sliding Two Fingers Up,11
138849,Sliding Two Fingers Up,11
10649,Swiping Down,13
133871,Sliding Two Fingers Up,11
112923,Sliding Two Fingers Up,11
103516,Stop Sign,12
73006,Pulling Hand In,1
141625,Thumb Down,17
55887,Swiping Down,13
4420,Thumb Down,17
31138,Pushing Two Fingers Away,4
145924,Drumming Fingers,0
85486,Pushing Two Fingers Away,4
118661,Sliding Two Fingers Down,8
102164,Swiping Down,13
48410,Pulling Hand In,1
100694,Sliding Two Fingers Up,11
88323,Pushing Hand Away,3
1925,Zooming Out With Two Fingers,24
83523,Pushing Hand Away,3
68754,Swiping Up,16
4767,Zooming Out With Two Fingers,24
63424,Pulling Two Fingers In,2
72478,Swiping Up,16
45728,Pushing Two Fingers Away,4
146934,Thumb Up,18
19409,Swiping Down,13
119753,Pushing Hand Away,3
48768,Zooming In With Two Fingers,22
13700,Sliding Two Fingers Up,11
122193,Sliding Two Fingers Right,10
84533,Pushing Hand Away,3
60316,Sliding Two Fingers Right,10
135222,Stop Sign,12
32844,Swiping Down,13
17603,Rolling Hand Backward,5
28282,Rolling Hand Forward,6
62653,Drumming Fingers,0
120744,Sliding Two Fingers Up,11
51454,Pulling Two Fingers In,2
125362,Drumming Fingers,0
114109,Drumming Fingers,0
100348,Sliding Two Fingers Right,10
44589,Thumb Down,17
29482,Thumb Down,17
63446,Pulling Hand In,1
45289,Sliding Two Fingers Left,9
77505,Sliding Two Fingers Left,9
107193,Zooming In With Full Hand,21
47956,Zooming Out With Two Fingers,24
113831,Zooming Out With Two Fingers,24
129,Turning Hand Counterclockwise,20
6847,Rolling Hand Forward,6
10896,Pushing Hand Away,3
145542,Sliding Two Fingers Up,11
131469,Drumming Fingers,0
103554,Swiping Up,16
42287,Swiping Up,16
32842,Sliding Two Fingers Up,11
82523,Zooming In With Two Fingers,22
121078,Rolling Hand Forward,6
54817,Swiping Up,16
120120,Zooming Out With Two Fingers,24
132429,Zooming In With Full Hand,21
42727,Zooming Out With Full Hand,23
142226,Pulling Two Fingers In,2
135056,Pulling Two Fingers In,2
12603,Zooming Out With Full Hand,23
13098,Pushing Hand Away,3
93563,Sliding Two Fingers Left,9
60551,Pulling Hand In,1
122144,Swiping Down,13
12201,Rolling Hand Forward,6
28590,Pulling Two Fingers In,2
119626,Swiping Down,13
113675,Thumb Down,17
128998,Zooming Out With Two Fingers,24
108082,Sliding Two Fingers Right,10
104387,Shaking Hand,7
26407,Rolling Hand Backward,5
67880,Rolling Hand Forward,6
716,Thumb Up,18
60339,Pulling Hand In,1
121806,Drumming Fingers,0
34552,Pulling Two Fingers In,2
126302,Thumb Down,17
55340,Drumming Fingers,0
35170,Thumb Down,17
6568,Pushing Two Fingers Away,4
98669,Stop Sign,12
94594,Pushing Hand Away,3
144896,Zooming Out With Two Fingers,24
80144,Zooming Out With Two Fingers,24
93889,Drumming Fingers,0
100034,Rolling Hand Backward,5
61678,Swiping Up,16
65289,Thumb Up,18
114937,Rolling Hand Forward,6
72853,Sliding Two Fingers Up,11
101123,Sliding Two Fingers Left,9
122176,Pushing Hand Away,3
36116,Swiping Left,14
75786,Rolling Hand Backward,5
116053,Swiping Left,14
110506,Thumb Down,17
37744,Swiping Right,15
69355,Turning Hand Counterclockwise,20
18803,Rolling Hand Forward,6
10806,Zooming In With Two Fingers,22
109071,Turning Hand Clockwise,19
5564,Turning Hand Counterclockwise,20
43838,Sliding Two Fingers Left,9
131797,Thumb Up,18
21245,Pushing Two Fingers Away,4
93623,Drumming Fingers,0
2136,Zooming Out With Full Hand,23
118836,Rolling Hand Backward,5
29861,Thumb Down,17
56791,Rolling Hand Forward,6
2187,Thumb Up,18
140062,Swiping Up,16
77391,Sliding Two Fingers Down,8
21691,Swiping Left,14
119101,Zooming Out With Full Hand,23
57732,Sliding Two Fingers Left,9
89858,Zooming Out With Full Hand,23
131018,Rolling Hand Backward,5
96879,Rolling Hand Forward,6
127825,Turning Hand Counterclockwise,20
42446,Sliding Two Fingers Right,10
8820,Swiping Right,15
83540,Sliding Two Fingers Up,11
63822,Zooming In With Full Hand,21
66794,Sliding Two Fingers Down,8
69570,Swiping Left,14
128797,Swiping Left,14
13095,Swiping Left,14
68871,Turning Hand Counterclockwise,20
41893,Swiping Down,13
27948,Pushing Two Fingers Away,4
110778,Pushing Two Fingers Away,4
41688,Pushing Hand Away,3
51784,Pulling Hand In,1
83094,Sliding Two Fingers Up,11
23649,Turning Hand Clockwise,19
129664,Swiping Down,13
97768,Drumming Fingers,0
126391,Zooming In With Full Hand,21
56669,Thumb Up,18
64008,Swiping Up,16
105514,Sliding Two Fingers Right,10
57871,Turning Hand Clockwise,19
39642,Zooming Out With Full Hand,23
23142,Zooming Out With Two Fingers,24
7837,Zooming Out With Full Hand,23
47970,Sliding Two Fingers Right,10
73603,Swiping Left,14
32633,Rolling Hand Backward,5
41298,Thumb Up,18
80401,Pulling Two Fingers In,2
2700,Swiping Up,16
80127,Pushing Hand Away,3
58018,Pushing Two Fingers Away,4
135186,Thumb Up,18
24259,Pushing Two Fingers Away,4
49640,Sliding Two Fingers Left,9
26774,Sliding Two Fingers Left,9
102200,Zooming In With Full Hand,21
73455,Swiping Right,15
91493,Turning Hand Counterclockwise,20
96856,Swiping Down,13
112021,Rolling Hand Backward,5
101133,Pulling Hand In,1
107263,Zooming Out With Full Hand,23
90492,Sliding Two Fingers Left,9
26541,Stop Sign,12
129955,Zooming Out With Two Fingers,24
66425,Sliding Two Fingers Left,9
146604,Swiping Up,16
147900,Zooming Out With Full Hand,23
61649,Shaking Hand,7
142341,Thumb Up,18
56732,Sliding Two Fingers Up,11
35793,Pushing Two Fingers Away,4
91293,Stop Sign,12
115716,Zooming Out With Two Fingers,24
2297,Turning Hand Clockwise,19
118461,Zooming In With Full Hand,21
136080,Pulling Two Fingers In,2
21838,Zooming Out With Full Hand,23
15939,Shaking Hand,7
20465,Pushing Two Fingers Away,4
47840,Pulling Hand In,1
1929,Turning Hand Counterclockwise,20
87271,Zooming In With Full Hand,21
94612,Zooming Out With Full Hand,23
115026,Stop Sign,12
99588,Rolling Hand Backward,5
107161,Swiping Left,14
65056,Rolling Hand Forward,6
13139,Swiping Right,15
74565,Shaking Hand,7
86135,Stop Sign,12
17129,Sliding Two Fingers Left,9
109834,Pushing Hand Away,3
123655,Stop Sign,12
62875,Sliding Two Fingers Up,11
104155,Thumb Down,17
64491,Thumb Down,17
123863,Swiping Left,14
144594,Swiping Up,16
135657,Shaking Hand,7
74936,Pushing Two Fingers Away,4
20732,Swiping Down,13
45143,Zooming In With Full Hand,21
26738,Sliding Two Fingers Down,8
140996,Swiping Right,15
41546,Zooming Out With Two Fingers,24
8143,Zooming Out With Full Hand,23
142852,Swiping Left,14
77647,Turning Hand Clockwise,19
108526,Rolling Hand Forward,6
145365,Drumming Fingers,0
125880,Stop Sign,12
3752,Sliding Two Fingers Up,11
113092,Zooming Out With Two Fingers,24
11291,Zooming Out With Two Fingers,24
71730,Sliding Two Fingers Down,8
89257,Sliding Two Fingers Right,10
38872,Stop Sign,12
135243,Drumming Fingers,0
77235,Rolling Hand Forward,6
1998,Thumb Up,18
74963,Pushing Two Fingers Away,4
134379,Swiping Right,15
15424,Rolling Hand Backward,5
113642,Thumb Down,17
123653,Swiping Up,16
48148,Pulling Hand In,1
55660,Pushing Two Fingers Away,4
8479,Zooming In With Full Hand,21
122,Turning Hand Counterclockwise,20
95141,Zooming Out With Full Hand,23
72994,Drumming Fingers,0
4404,Sliding Two Fingers Left,9
136741,Pulling Hand In,1
128000,Sliding Two Fingers Left,9
78510,Shaking Hand,7
108241,Sliding Two Fingers Left,9
103671,Sliding Two Fingers Down,8
46735,Turning Hand Clockwise,19
13878,Swiping Left,14
65459,Sliding Two Fingers Down,8
119628,Swiping Right,15
35349,Thumb Down,17
144238,Rolling Hand Forward,6
8470,Turning Hand Counterclockwise,20
76690,Zooming In With Two Fingers,22
135074,Turning Hand Clockwise,19
113437,Drumming Fingers,0
127860,Rolling Hand Backward,5
39577,Thumb Up,18
128028,Pulling Two Fingers In,2
80922,Zooming Out With Full Hand,23
147610,Turning Hand Clockwise,19
71147,Rolling Hand Backward,5
126733,Stop Sign,12
139286,Pulling Hand In,1
88086,Swiping Down,13
136086,Sliding Two Fingers Left,9
14368,Stop Sign,12
114946,Zooming In With Full Hand,21
140979,Pushing Hand Away,3
62528,Drumming Fingers,0
7497,Zooming In With Full Hand,21
86616,Swiping Right,15
54722,Pushing Hand Away,3
80237,Rolling Hand Forward,6
25594,Swiping Up,16
59294,Zooming Out With Two Fingers,24
61293,Sliding Two Fingers Up,11
23135,Shaking Hand,7
68874,Pushing Hand Away,3
121081,Swiping Up,16
145275,Pulling Hand In,1
143186,Swiping Left,14
103478,Zooming Out With Two Fingers,24
15323,Drumming Fingers,0
13282,Drumming Fingers,0
86387,Zooming In With Full Hand,21
80575,Sliding Two Fingers Right,10
40536,Rolling Hand Backward,5
128081,Pushing Hand Away,3
133805,Swiping Down,13
136548,Thumb Up,18
98270,Turning Hand Clockwise,19
44993,Swiping Left,14
61884,Zooming In With Full Hand,21
6871,Pulling Hand In,1
101623,Zooming In With Two Fingers,22
50495,Swiping Up,16
59610,Shaking Hand,7
10152,Shaking Hand,7
39870,Stop Sign,12
22204,Swiping Left,14
33271,Sliding Two Fingers Left,9
44741,Sliding Two Fingers Up,11
26180,Swiping Up,16
126500,Zooming In With Full Hand,21
17877,Zooming In With Full Hand,21
10202,Turning Hand Clockwise,19
36767,Pushing Hand Away,3
38691,Zooming Out With Two Fingers,24
145509,Pushing Hand Away,3
115948,Zooming Out With Two Fingers,24
70828,Zooming In With Full Hand,21
112919,Pushing Hand Away,3
48064,Pushing Two Fingers Away,4
78809,Pushing Two Fingers Away,4
143969,Thumb Up,18
121462,Pulling Hand In,1
103897,Pushing Hand Away,3
52204,Thumb Up,18
55478,Sliding Two Fingers Right,10
72701,Pushing Hand Away,3
143550,Pushing Two Fingers Away,4
47182,Sliding Two Fingers Left,9
35397,Sliding Two Fingers Left,9
55245,Turning Hand Counterclockwise,20
111940,Stop Sign,12
31391,Zooming In With Full Hand,21
20202,Zooming In With Full Hand,21
56932,Swiping Left,14
101635,Swiping Right,15
97785,Zooming In With Two Fingers,22
13287,Sliding Two Fingers Up,11
37081,Swiping Down,13
83336,Thumb Up,18
98229,Shaking Hand,7
65484,Sliding Two Fingers Up,11
72511,Sliding Two Fingers Up,11
101479,Pushing Two Fingers Away,4
64154,Pushing Hand Away,3
138463,Stop Sign,12
34119,Zooming Out With Two Fingers,24
24520,Sliding Two Fingers Right,10
82671,Swiping Left,14
62497,Sliding Two Fingers Up,11
31279,Sliding Two Fingers Up,11
121229,Thumb Up,18
92796,Sliding Two Fingers Right,10
100278,Zooming Out With Two Fingers,24
47887,Zooming In With Two Fingers,22
70048,Pushing Hand Away,3
143924,Thumb Down,17
85873,Sliding Two Fingers Right,10
10426,Pulling Two Fingers In,2
21805,Zooming Out With Full Hand,23
54712,Swiping Right,15
22995,Pulling Hand In,1
140976,Zooming In With Full Hand,21
59896,Pulling Two Fingers In,2
43078,Swiping Down,13
51464,Zooming Out With Full Hand,23
135278,Swiping Left,14
77797,Zooming Out With Two Fingers,24
63463,Shaking Hand,7
11820,Swiping Left,14
23101,Pulling Two Fingers In,2
54406,Swiping Left,14
100922,Turning Hand Counterclockwise,20
26527,Pushing Hand Away,3
140561,Swiping Left,14
26470,Sliding Two Fingers Down,8
54380,Zooming In With Full Hand,21
131232,Stop Sign,12
5952,Zooming In With Full Hand,21
71456,Rolling Hand Backward,5
82254,Zooming In With Two Fingers,22
75981,Sliding Two Fingers Right,10
86080,Drumming Fingers,0
50508,Swiping Down,13
31518,Turning Hand Clockwise,19
135998,Sliding Two Fingers Down,8
117839,Stop Sign,12
71263,Sliding Two Fingers Left,9
30684,Pulling Two Fingers In,2
79412,Thumb Down,17
37226,Zooming In With Two Fingers,22
5892,Thumb Down,17
82194,Drumming Fingers,0
99470,Sliding Two Fingers Down,8
15000,Swiping Up,16
129035,Rolling Hand Forward,6
43453,Thumb Up,18
18021,Pulling Hand In,1
121847,Zooming Out With Full Hand,23
60304,Swiping Up,16
3627,Pushing Two Fingers Away,4
72519,Pulling Two Fingers In,2
77610,Zooming In With Full Hand,21
83625,Sliding Two Fingers Left,9
64188,Turning Hand Counterclockwise,20
78721,Zooming Out With Two Fingers,24
48704,Thumb Up,18
146991,Swiping Up,16
130291,Swiping Down,13
143305,Pushing Hand Away,3
102234,Drumming Fingers,0
146329,Swiping Down,13
85750,Rolling Hand Backward,5
64496,Rolling Hand Forward,6
250,Swiping Up,16
60993,Turning Hand Clockwise,19
44481,Swiping Right,15
120984,Swiping Down,13
72718,Sliding Two Fingers Right,10
20800,Rolling Hand Backward,5
100016,Pushing Two Fingers Away,4
61865,Sliding Two Fingers Right,10
88409,Zooming Out With Two Fingers,24
8587,Swiping Up,16
79913,Sliding Two Fingers Down,8
67253,Pushing Two Fingers Away,4
34477,Turning Hand Counterclockwise,20
74002,Pulling Two Fingers In,2
35224,Thumb Down,17
121316,Rolling Hand Forward,6
124038,Swiping Down,13
135500,Swiping Down,13
82473,Pulling Hand In,1
2714,Sliding Two Fingers Down,8
11214,Pushing Two Fingers Away,4
99276,Pulling Two Fingers In,2
7842,Pulling Two Fingers In,2
5331,Zooming In With Two Fingers,22
39161,Pulling Two Fingers In,2
2467,Zooming In With Two Fingers,22
146552,Swiping Right,15
118533,Pushing Hand Away,3
31874,Stop Sign,12
15551,Swiping Up,16
131230,Swiping Left,14
55735,Swiping Down,13
64334,Sliding Two Fingers Right,10
72154,Pulling Hand In,1
41888,Rolling Hand Backward,5
